architecture,hidden_sizes,number_of_hidden_layers,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy
3_hidden_layers,"[128, 128, 128]",3,773955,22,0.02659774546338029,0.9926,0.11764557480720628,0.9689
3_hidden_layers,"[128, 128, 128]",3,773955,23,0.022942630499018887,0.99362,0.11562799574107974,0.9724
3_hidden_layers,"[128, 128, 128]",3,773955,24,0.019066448145582702,0.99508,0.15418890544359345,0.9629
3_hidden_layers,"[128, 128, 128]",3,773955,25,0.016453602801867754,0.99594,0.13346260881955674,0.9672
3_hidden_layers,"[128, 128, 128]",3,773955,26,0.013799485089389607,0.99648,0.12342936453844432,0.9713
3_hidden_layers,"[128, 128, 128]",3,773955,27,0.011409952018837032,0.99714,0.11990015099806858,0.9717
3_hidden_layers,"[128, 128, 128]",3,773955,28,0.012470608252508132,0.99672,0.12737058278486885,0.9708
3_hidden_layers,"[128, 128, 128]",3,773955,29,0.010115937401969245,0.99742,0.13553610088480644,0.97
3_hidden_layers,"[128, 128, 128]",3,773955,30,0.007794490976898624,0.99822,0.12928574106302093,0.9718
3_hidden_layers,"[128, 128, 128]",3,773955,31,0.0069055876338767475,0.99856,0.13152792017801004,0.9724
3_hidden_layers,"[128, 128, 128]",3,773955,32,0.003902180900928444,0.99962,0.1314465606329439,0.9733
3_hidden_layers,"[128, 128, 128]",3,773955,33,0.002788620919653411,0.99976,0.12948094226124746,0.9738
3_hidden_layers,"[128, 128, 128]",3,773955,34,0.0022306959044845124,0.99988,0.13575971745084106,0.9722
3_hidden_layers,"[128, 128, 128]",3,773955,35,0.0018723839939953316,0.99986,0.1328706819066658,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,36,0.0015370424587584875,0.99992,0.13398294493172472,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,37,0.0013620546754402273,0.99994,0.13622136653204006,0.9737
3_hidden_layers,"[128, 128, 128]",3,773955,38,0.0012207637429034245,0.99996,0.13909735190240619,0.9736
3_hidden_layers,"[128, 128, 128]",3,773955,39,0.0011017141038436175,0.99994,0.1390436283683044,0.974
3_hidden_layers,"[128, 128, 128]",3,773955,40,0.0009597542782224096,0.99998,0.1411175028547313,0.9737
3_hidden_layers,"[128, 128, 128]",3,773955,41,0.0008462501189277445,1.0,0.14265968212096136,0.9733
3_hidden_layers,"[128, 128, 128]",3,773955,42,0.0007823376427549745,1.0,0.143492813537272,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,43,0.0007259390249538857,1.0,0.14419823233168955,0.9741
3_hidden_layers,"[128, 128, 128]",3,773955,44,0.0006851284960060613,1.0,0.14460646267126934,0.9736
3_hidden_layers,"[128, 128, 128]",3,773955,45,0.0006395357475700282,1.0,0.14669937782835196,0.9732
3_hidden_layers,"[128, 128, 128]",3,773955,46,0.0005928296114053197,1.0,0.14825335852399316,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,47,0.0005591517250450816,1.0,0.14831332017471138,0.9739
3_hidden_layers,"[128, 128, 128]",3,773955,48,0.0005358138866547212,1.0,0.14836291004411448,0.9742
3_hidden_layers,"[128, 128, 128]",3,773955,49,0.0005065291715220043,1.0,0.15036294112770413,0.9738
3_hidden_layers,"[128, 128, 128]",3,773955,50,0.0004851485931191337,1.0,0.15089669182603807,0.9738
3_hidden_layers,"[128, 128, 128]",3,773955,51,0.00045729199091847105,1.0,0.15135537738291172,0.974
3_hidden_layers,"[128, 128, 128]",3,773955,52,0.0004381920169001178,1.0,0.1524708465544692,0.9737
3_hidden_layers,"[128, 128, 128]",3,773955,53,0.00042106739081105454,1.0,0.1527915977123542,0.9741
3_hidden_layers,"[128, 128, 128]",3,773955,54,0.0004041907714825683,1.0,0.15397143051204176,0.9739
3_hidden_layers,"[128, 128, 128]",3,773955,55,0.00038635222897631243,1.0,0.15478853814222576,0.974
3_hidden_layers,"[128, 128, 128]",3,773955,56,0.00037054193783143746,1.0,0.15542751102327165,0.9739
3_hidden_layers,"[128, 128, 128]",3,773955,57,0.000358148730232525,1.0,0.15656903145537326,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,58,0.00034634041724982757,1.0,0.15580204803236564,0.9738
3_hidden_layers,"[128, 128, 128]",3,773955,59,0.0003323559049043813,1.0,0.1567886040545066,0.9736
3_hidden_layers,"[128, 128, 128]",3,773955,60,0.0003218684640791452,1.0,0.15734675102072923,0.9738
3_hidden_layers,"[128, 128, 128]",3,773955,61,0.0003106558231261091,1.0,0.15813772798398784,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,62,0.0003010508331756391,1.0,0.15838716707204853,0.9737
3_hidden_layers,"[128, 128, 128]",3,773955,63,0.00029066929689047663,1.0,0.15882202958502167,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,64,0.00028334600753735704,1.0,0.15986933141120033,0.9733
3_hidden_layers,"[128, 128, 128]",3,773955,65,0.0002751825069833532,1.0,0.1599652550310766,0.9733
3_hidden_layers,"[128, 128, 128]",3,773955,66,0.0002666834256113634,1.0,0.160728219373338,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,67,0.0002593679317159215,1.0,0.16067922512254496,0.9732
3_hidden_layers,"[128, 128, 128]",3,773955,68,0.0002512267171961352,1.0,0.16188177080787716,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,69,0.0002448815790804415,1.0,0.16274511778765624,0.9731
3_hidden_layers,"[128, 128, 128]",3,773955,70,0.00023752169295365776,1.0,0.16235554416845646,0.9738
3_hidden_layers,"[128, 128, 128]",3,773955,71,0.0002318639945060277,1.0,0.1628049547530746,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,72,0.00022582261850775142,1.0,0.16343079471105992,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,73,0.00022011560804990576,1.0,0.1643469348845545,0.9736
3_hidden_layers,"[128, 128, 128]",3,773955,74,0.00021516247070912795,1.0,0.16454086206804797,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,75,0.0002098703432887126,1.0,0.16492450797568703,0.9738
3_hidden_layers,"[128, 128, 128]",3,773955,76,0.0002049518228565236,1.0,0.16510072472489393,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,77,0.00020052471696985116,1.0,0.1658577224984019,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,78,0.00019599915468314073,1.0,0.16592391712904245,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,79,0.00019157827272582126,1.0,0.16624311759038782,0.9732
3_hidden_layers,"[128, 128, 128]",3,773955,80,0.00018723174239926077,1.0,0.16618807000189262,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,81,0.0001832545566903467,1.0,0.16766372442730984,0.9733
3_hidden_layers,"[128, 128, 128]",3,773955,82,0.00017990811166458554,1.0,0.1673204282082729,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,83,0.00017580971699506192,1.0,0.16774927213711796,0.9732
3_hidden_layers,"[128, 128, 128]",3,773955,84,0.0001722824335238399,1.0,0.168358479036822,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,85,0.00016864895082242012,1.0,0.16856107668696785,0.9731
3_hidden_layers,"[128, 128, 128]",3,773955,86,0.00016540825765034537,1.0,0.1690910293183762,0.973
3_hidden_layers,"[128, 128, 128]",3,773955,87,0.0001624301563501162,1.0,0.16934895280191528,0.9732
3_hidden_layers,"[128, 128, 128]",3,773955,88,0.00015907627877851795,1.0,0.17002582883639766,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,89,0.0001561785925301875,1.0,0.17019830175820574,0.9732
3_hidden_layers,"[128, 128, 128]",3,773955,90,0.00015323284814101036,1.0,0.1706569794867105,0.9729
3_hidden_layers,"[128, 128, 128]",3,773955,91,0.00015066832582208545,1.0,0.17094753296403462,0.973
3_hidden_layers,"[128, 128, 128]",3,773955,92,0.0001477330732684255,1.0,0.17075712038874763,0.9735
3_hidden_layers,"[128, 128, 128]",3,773955,93,0.00014504191729648155,1.0,0.17128458829047136,0.9733
3_hidden_layers,"[128, 128, 128]",3,773955,94,0.00014289257913893094,1.0,0.17165329965228904,0.9731
3_hidden_layers,"[128, 128, 128]",3,773955,95,0.00014034157517774047,1.0,0.17216372466867474,0.9732
3_hidden_layers,"[128, 128, 128]",3,773955,96,0.0001379026206115205,1.0,0.1722883165897177,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,97,0.00013558772277449046,1.0,0.17254406693793137,0.9729
3_hidden_layers,"[128, 128, 128]",3,773955,98,0.0001331315909848839,1.0,0.17320736618971794,0.9732
3_hidden_layers,"[128, 128, 128]",3,773955,99,0.00013115199476539466,1.0,0.17338773993877166,0.9734
3_hidden_layers,"[128, 128, 128]",3,773955,100,0.00012897007523191928,1.0,0.1734009994994276,0.9734
