architecture,hidden_sizes,number_of_hidden_layers,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy
1_hidden_layer,[128],1,773955,97,0.006212794899134134,0.99978,0.08207036601725763,0.9778
1_hidden_layer,[128],1,773955,98,0.006072257939096471,0.99976,0.08217878886069294,0.9787
1_hidden_layer,[128],1,773955,99,0.005970827277532651,0.9998,0.08254886863288016,0.9783
1_hidden_layer,[128],1,773955,100,0.005827555615364416,0.99972,0.08255983862150044,0.9778
2_hidden_layers,"[128, 128]",2,654571,1,2.106420137268648,0.22354,0.9925564736723187,0.6354
2_hidden_layers,"[128, 128]",2,654571,2,0.5786299626473483,0.82328,0.4831670255297189,0.8449
2_hidden_layers,"[128, 128]",2,654571,3,0.37080658743442546,0.8931,0.3689420727152858,0.8879
2_hidden_layers,"[128, 128]",2,654571,4,0.27985105223334705,0.91908,0.26885448880766005,0.9179
2_hidden_layers,"[128, 128]",2,654571,5,0.22002241477823176,0.9372,0.2004705728573124,0.9417
2_hidden_layers,"[128, 128]",2,654571,6,0.17915148158759214,0.9482,0.16071048652871756,0.9535
2_hidden_layers,"[128, 128]",2,654571,7,0.15008469811827238,0.95644,0.154154555514242,0.955
2_hidden_layers,"[128, 128]",2,654571,8,0.13008027930319568,0.96292,0.14191816685599654,0.9569
2_hidden_layers,"[128, 128]",2,654571,9,0.11429945359310117,0.9676,0.1368920855737542,0.9565
2_hidden_layers,"[128, 128]",2,654571,10,0.10072924596586103,0.97092,0.11395905738713039,0.9655
2_hidden_layers,"[128, 128]",2,654571,11,0.08955305947477037,0.97492,0.11743587253063784,0.9633
2_hidden_layers,"[128, 128]",2,654571,12,0.08052679099190176,0.97692,0.10495048252108045,0.9667
2_hidden_layers,"[128, 128]",2,654571,13,0.07404013412146773,0.97948,0.09753780417855011,0.9716
2_hidden_layers,"[128, 128]",2,654571,14,0.06712495259417205,0.981,0.0949805569447917,0.9708
2_hidden_layers,"[128, 128]",2,654571,15,0.06076525301316034,0.9828,0.09635646289372647,0.9709
2_hidden_layers,"[128, 128]",2,654571,16,0.0558468193815155,0.98402,0.09201096509236198,0.9729
2_hidden_layers,"[128, 128]",2,654571,17,0.05070136916031346,0.98584,0.08879731713768825,0.9737
2_hidden_layers,"[128, 128]",2,654571,18,0.04581384410914323,0.98726,0.08544052401086696,0.9746
2_hidden_layers,"[128, 128]",2,654571,19,0.04223557010447013,0.98818,0.09116382437136768,0.9726
2_hidden_layers,"[128, 128]",2,654571,20,0.03876209683998641,0.98908,0.08524036399026612,0.9748
2_hidden_layers,"[128, 128]",2,654571,21,0.03550651848449575,0.99004,0.08341410654739538,0.9753
2_hidden_layers,"[128, 128]",2,654571,22,0.031992849004456814,0.99146,0.08183737462844073,0.9763
2_hidden_layers,"[128, 128]",2,654571,23,0.029370635935266863,0.99228,0.08769416293231105,0.974
2_hidden_layers,"[128, 128]",2,654571,24,0.026995713089565176,0.99304,0.08562994797401276,0.975
2_hidden_layers,"[128, 128]",2,654571,25,0.024376278061148327,0.99392,0.0817759821865292,0.977
2_hidden_layers,"[128, 128]",2,654571,26,0.02230489168930735,0.99492,0.08752695660697918,0.975
2_hidden_layers,"[128, 128]",2,654571,27,0.02043810832327891,0.99536,0.0822012457232686,0.9778
2_hidden_layers,"[128, 128]",2,654571,28,0.01793354903072572,0.99614,0.0846763196795587,0.9754
2_hidden_layers,"[128, 128]",2,654571,29,0.016825616271871093,0.99644,0.08083077726656102,0.9789
2_hidden_layers,"[128, 128]",2,654571,30,0.014883520799067325,0.99712,0.08224672506859708,0.9781
2_hidden_layers,"[128, 128]",2,654571,31,0.01365377694133054,0.9975,0.07780466103931753,0.9791
2_hidden_layers,"[128, 128]",2,654571,32,0.012310581044732696,0.998,0.08122289027726706,0.9784
2_hidden_layers,"[128, 128]",2,654571,33,0.01119976951797326,0.99824,0.08327541074840118,0.9778
2_hidden_layers,"[128, 128]",2,654571,34,0.010266794667496444,0.99854,0.08094983940326907,0.9793
2_hidden_layers,"[128, 128]",2,654571,35,0.009311674318812928,0.99882,0.08105761554494591,0.9786
2_hidden_layers,"[128, 128]",2,654571,36,0.008460118566444352,0.99892,0.08722112614959647,0.977
2_hidden_layers,"[128, 128]",2,654571,37,0.0077233774395984445,0.99912,0.08633296714112394,0.9786
2_hidden_layers,"[128, 128]",2,654571,38,0.006883453697081182,0.99932,0.14026087650158378,0.964
2_hidden_layers,"[128, 128]",2,654571,39,0.006556769292687405,0.9994,0.08467603500917903,0.9798
2_hidden_layers,"[128, 128]",2,654571,40,0.0058178475064578255,0.9995,0.08927873855252115,0.9773
2_hidden_layers,"[128, 128]",2,654571,41,0.005464807931640502,0.99952,0.08535372400401083,0.9796
2_hidden_layers,"[128, 128]",2,654571,42,0.005029874379987831,0.99962,0.08545832579787212,0.9795
2_hidden_layers,"[128, 128]",2,654571,43,0.004631150945604938,0.99968,0.08858183648297042,0.9787
2_hidden_layers,"[128, 128]",2,654571,44,0.00424555553634719,0.9998,0.08860912796622426,0.9793
2_hidden_layers,"[128, 128]",2,654571,45,0.003957558680557047,0.99982,0.08727709390017381,0.9789
2_hidden_layers,"[128, 128]",2,654571,46,0.003701989767724178,0.99988,0.08817254929650623,0.9794
2_hidden_layers,"[128, 128]",2,654571,47,0.0034786183554601723,0.99988,0.08754353999401299,0.9799
2_hidden_layers,"[128, 128]",2,654571,48,0.0034545006343208217,0.99982,0.09118566194920694,0.9792
2_hidden_layers,"[128, 128]",2,654571,49,0.003022042116112153,0.9999,0.09058944713910395,0.9791
2_hidden_layers,"[128, 128]",2,654571,50,0.002884141054857919,0.9999,0.08861108303270876,0.9798
2_hidden_layers,"[128, 128]",2,654571,51,0.0027084829674949265,0.99994,0.08932981814697084,0.9805
2_hidden_layers,"[128, 128]",2,654571,52,0.0025196431426173665,0.99998,0.09006973485235444,0.9797
2_hidden_layers,"[128, 128]",2,654571,53,0.0023526733283617714,0.99998,0.09072241905148888,0.9803
2_hidden_layers,"[128, 128]",2,654571,54,0.002242609377424656,0.99994,0.09112396878688993,0.9798
2_hidden_layers,"[128, 128]",2,654571,55,0.0022590985422511344,0.99994,0.0904239999513878,0.98
2_hidden_layers,"[128, 128]",2,654571,56,0.0020454678839406572,0.99998,0.09218732147821611,0.9796
2_hidden_layers,"[128, 128]",2,654571,57,0.0019460347460399615,1.0,0.09217329936385703,0.9802
2_hidden_layers,"[128, 128]",2,654571,58,0.0018508740115728054,0.99998,0.0922903414119814,0.98
2_hidden_layers,"[128, 128]",2,654571,59,0.0018077326042360065,0.99998,0.09242613577410835,0.9803
2_hidden_layers,"[128, 128]",2,654571,60,0.001718029329915637,1.0,0.09263069730260447,0.9806
2_hidden_layers,"[128, 128]",2,654571,61,0.0016581844507629509,1.0,0.09357997911108375,0.9806
2_hidden_layers,"[128, 128]",2,654571,62,0.0015832494558074399,1.0,0.09497583108351249,0.9795
2_hidden_layers,"[128, 128]",2,654571,63,0.0015248536119669834,1.0,0.09350593880619261,0.9805
2_hidden_layers,"[128, 128]",2,654571,64,0.0014776907999033773,1.0,0.09428864695746532,0.9798
2_hidden_layers,"[128, 128]",2,654571,65,0.0014195820024764051,1.0,0.09482505702726335,0.9805
2_hidden_layers,"[128, 128]",2,654571,66,0.001364226886569162,1.0,0.0957556152793725,0.98
2_hidden_layers,"[128, 128]",2,654571,67,0.001323856564066629,1.0,0.09595657844594187,0.98
2_hidden_layers,"[128, 128]",2,654571,68,0.0012907904890921563,1.0,0.09576591175089254,0.9804
2_hidden_layers,"[128, 128]",2,654571,69,0.0012464848627131747,1.0,0.09573809335997902,0.9805
2_hidden_layers,"[128, 128]",2,654571,70,0.0012150105045809702,1.0,0.09737163694678048,0.9793
2_hidden_layers,"[128, 128]",2,654571,71,0.0011686461267948235,1.0,0.0970232356534146,0.9796
2_hidden_layers,"[128, 128]",2,654571,72,0.001140915114983223,1.0,0.09723938662939943,0.9802
2_hidden_layers,"[128, 128]",2,654571,73,0.0011126391938614958,1.0,0.09701679002926876,0.9801
2_hidden_layers,"[128, 128]",2,654571,74,0.0010786642032114262,1.0,0.09711345008194937,0.9804
2_hidden_layers,"[128, 128]",2,654571,75,0.0010435505877530614,1.0,0.09768794816543339,0.9806
2_hidden_layers,"[128, 128]",2,654571,76,0.0010134217364483659,1.0,0.0986645398453842,0.9798
2_hidden_layers,"[128, 128]",2,654571,77,0.0009821099136611288,1.0,0.09851731286356677,0.9798
2_hidden_layers,"[128, 128]",2,654571,78,0.0009637398691060724,1.0,0.09925806330261595,0.9806
2_hidden_layers,"[128, 128]",2,654571,79,0.0009391673812918337,1.0,0.09861014800801071,0.9805
2_hidden_layers,"[128, 128]",2,654571,80,0.0009208358624730982,1.0,0.0989745424388967,0.9804
2_hidden_layers,"[128, 128]",2,654571,81,0.0008870784877501436,1.0,0.09963600284023372,0.9798
2_hidden_layers,"[128, 128]",2,654571,82,0.0008766616010800202,1.0,0.09993535838071722,0.9795
2_hidden_layers,"[128, 128]",2,654571,83,0.0008524807069420844,1.0,0.10060270870588467,0.9801
2_hidden_layers,"[128, 128]",2,654571,84,0.0008383226162507444,1.0,0.09992324800410021,0.9796
2_hidden_layers,"[128, 128]",2,654571,85,0.0008139056127493132,1.0,0.09976085525737692,0.9804
2_hidden_layers,"[128, 128]",2,654571,86,0.0007962510311263287,1.0,0.1002896941224099,0.9804
2_hidden_layers,"[128, 128]",2,654571,87,0.0007800768089147749,1.0,0.10025478449665079,0.9804
2_hidden_layers,"[128, 128]",2,654571,88,0.0007651822660631612,1.0,0.1007414575012295,0.9803
2_hidden_layers,"[128, 128]",2,654571,89,0.0007471022602265323,1.0,0.10202612817417539,0.9796
2_hidden_layers,"[128, 128]",2,654571,90,0.0007354995315540368,1.0,0.10103893574525774,0.9801
2_hidden_layers,"[128, 128]",2,654571,91,0.0007147810362422873,1.0,0.10171841390644591,0.9799
2_hidden_layers,"[128, 128]",2,654571,92,0.0006990888807249003,1.0,0.10194991949691119,0.9794
2_hidden_layers,"[128, 128]",2,654571,93,0.0006861578130275706,1.0,0.1020939028194334,0.9799
2_hidden_layers,"[128, 128]",2,654571,94,0.0006775120225886944,1.0,0.10210805059155631,0.9802
2_hidden_layers,"[128, 128]",2,654571,95,0.0006644540019658775,1.0,0.10307545875678897,0.9797
2_hidden_layers,"[128, 128]",2,654571,96,0.0006510292147783018,1.0,0.10253445305980395,0.9804
2_hidden_layers,"[128, 128]",2,654571,97,0.0006363774902765505,1.0,0.10286826071179876,0.9804
2_hidden_layers,"[128, 128]",2,654571,98,0.0006306309859272187,1.0,0.10334210981743941,0.9802
2_hidden_layers,"[128, 128]",2,654571,99,0.0006170685022106448,1.0,0.1030926789308478,0.9804
2_hidden_layers,"[128, 128]",2,654571,100,0.000604373674325302,1.0,0.10353830610936439,0.9805
2_hidden_layers,"[128, 128]",2,89250,1,2.0315333118696497,0.25854,0.8528159608892049,0.7081
2_hidden_layers,"[128, 128]",2,89250,2,0.5760552729429756,0.8247,0.4465963837499053,0.867
2_hidden_layers,"[128, 128]",2,89250,3,0.36718484863215395,0.89366,0.3086732321963189,0.9096
2_hidden_layers,"[128, 128]",2,89250,4,0.2772004541501977,0.92084,0.27254739609807943,0.9163
2_hidden_layers,"[128, 128]",2,89250,5,0.21856595685316868,0.93728,0.19946220870291137,0.9417
2_hidden_layers,"[128, 128]",2,89250,6,0.17845563929095992,0.94922,0.17647088573183298,0.9471
2_hidden_layers,"[128, 128]",2,89250,7,0.15186744773198874,0.9567,0.1495692073942001,0.9568
2_hidden_layers,"[128, 128]",2,89250,8,0.13274440939558818,0.96234,0.13785823933372857,0.9605
2_hidden_layers,"[128, 128]",2,89250,9,0.11551794230777554,0.96706,0.1353621123698585,0.9595
2_hidden_layers,"[128, 128]",2,89250,10,0.10416897757892753,0.96992,0.14372336838364141,0.9565
2_hidden_layers,"[128, 128]",2,89250,11,0.09350660531334548,0.97268,0.10939925145697421,0.9669
2_hidden_layers,"[128, 128]",2,89250,12,0.08440698071056037,0.9758,0.11731882337987358,0.9649
2_hidden_layers,"[128, 128]",2,89250,13,0.07756355897670976,0.97796,0.12124284002737949,0.9613
2_hidden_layers,"[128, 128]",2,89250,14,0.07063983669831256,0.97928,0.10064145718524402,0.9687
2_hidden_layers,"[128, 128]",2,89250,15,0.06424968906625615,0.98138,0.10741987885446515,0.968
2_hidden_layers,"[128, 128]",2,89250,16,0.05899275720259166,0.98314,0.08897187090159053,0.973
2_hidden_layers,"[128, 128]",2,89250,17,0.054419225041170076,0.98438,0.08953988682711793,0.9726
2_hidden_layers,"[128, 128]",2,89250,18,0.05015891718536836,0.9861,0.08578118100163233,0.9745
2_hidden_layers,"[128, 128]",2,89250,19,0.04606102559584894,0.987,0.08610011020223433,0.9738
2_hidden_layers,"[128, 128]",2,89250,20,0.04224076914843168,0.98842,0.11470625618817623,0.964
2_hidden_layers,"[128, 128]",2,89250,21,0.03870565765170843,0.98992,0.09939809273894837,0.9704
2_hidden_layers,"[128, 128]",2,89250,22,0.03607499908759686,0.99016,0.08213779647000004,0.9758
2_hidden_layers,"[128, 128]",2,89250,23,0.031750819408732506,0.99152,0.08287904290624788,0.9762
2_hidden_layers,"[128, 128]",2,89250,24,0.0294751524861561,0.9925,0.10424593592912451,0.97
2_hidden_layers,"[128, 128]",2,89250,25,0.027402782381786714,0.99318,0.08127238269583457,0.977
2_hidden_layers,"[128, 128]",2,89250,26,0.025102311468763645,0.99384,0.10557204265882283,0.9696
2_hidden_layers,"[128, 128]",2,89250,27,0.022624915828841085,0.99488,0.08661663150363069,0.9757
2_hidden_layers,"[128, 128]",2,89250,28,0.020600439144450443,0.99546,0.08135633226485176,0.9777
2_hidden_layers,"[128, 128]",2,89250,29,0.019284509751461468,0.99554,0.08600251938288778,0.977
2_hidden_layers,"[128, 128]",2,89250,30,0.01704084815332159,0.99658,0.08453187136732593,0.977
2_hidden_layers,"[128, 128]",2,89250,31,0.015089035082224584,0.99708,0.08664430693138046,0.9764
2_hidden_layers,"[128, 128]",2,89250,32,0.013912449455628209,0.9973,0.08293612194128619,0.9768
2_hidden_layers,"[128, 128]",2,89250,33,0.01280126102472429,0.99752,0.08911423086476152,0.9759
2_hidden_layers,"[128, 128]",2,89250,34,0.011265332788505018,0.99836,0.08674282042105974,0.9772
2_hidden_layers,"[128, 128]",2,89250,35,0.010604259950061102,0.99844,0.08783828278431986,0.977
2_hidden_layers,"[128, 128]",2,89250,36,0.009863916063221446,0.99856,0.0849169670204678,0.9773
2_hidden_layers,"[128, 128]",2,89250,37,0.008540941436071625,0.99904,0.08503253912026379,0.9783
2_hidden_layers,"[128, 128]",2,89250,38,0.008069784193656697,0.99906,0.08894046672877291,0.977
2_hidden_layers,"[128, 128]",2,89250,39,0.00733569906980284,0.9992,0.08628666395667667,0.9772
2_hidden_layers,"[128, 128]",2,89250,40,0.0065658848525013275,0.99938,0.08893523213661225,0.9773
2_hidden_layers,"[128, 128]",2,89250,41,0.006074293078042917,0.9994,0.08748206758266903,0.9781
2_hidden_layers,"[128, 128]",2,89250,42,0.005528673775645214,0.9996,0.08752294806564848,0.978
2_hidden_layers,"[128, 128]",2,89250,43,0.005051762437779234,0.99968,0.09224050610142369,0.977
2_hidden_layers,"[128, 128]",2,89250,44,0.00462244059708536,0.99976,0.09018851852319525,0.9779
2_hidden_layers,"[128, 128]",2,89250,45,0.004283340980202815,0.99972,0.09077688198481926,0.9775
2_hidden_layers,"[128, 128]",2,89250,46,0.004121183983693599,0.99974,0.09080330173804292,0.9775
2_hidden_layers,"[128, 128]",2,89250,47,0.0038371746574597508,0.99982,0.09103402839712021,0.9784
2_hidden_layers,"[128, 128]",2,89250,48,0.0035371800342551677,0.99986,0.0918883076453438,0.9777
2_hidden_layers,"[128, 128]",2,89250,49,0.003241590923383701,0.99986,0.09163601978766818,0.9786
2_hidden_layers,"[128, 128]",2,89250,50,0.0030596788138810864,0.9999,0.09263655805680496,0.9777
2_hidden_layers,"[128, 128]",2,89250,51,0.002810600711577031,0.99996,0.09398896453827563,0.9775
2_hidden_layers,"[128, 128]",2,89250,52,0.0026862502929197694,0.99994,0.09372207552502633,0.9785
2_hidden_layers,"[128, 128]",2,89250,53,0.002538774892043913,0.99996,0.09371678944456102,0.9776
2_hidden_layers,"[128, 128]",2,89250,54,0.002399607130748946,1.0,0.09429213245548931,0.978
2_hidden_layers,"[128, 128]",2,89250,55,0.0023301248754882646,0.99994,0.09490692058603536,0.9776
2_hidden_layers,"[128, 128]",2,89250,56,0.0021897736864013775,0.99998,0.09439585634232063,0.9784
2_hidden_layers,"[128, 128]",2,89250,57,0.002085457792040804,0.99998,0.09533372496716083,0.9782
2_hidden_layers,"[128, 128]",2,89250,58,0.0019818977294839986,1.0,0.09564638546924986,0.9784
2_hidden_layers,"[128, 128]",2,89250,59,0.0018817654568639472,1.0,0.09520483809216011,0.978
2_hidden_layers,"[128, 128]",2,89250,60,0.0018158376092773188,0.99998,0.09614551270014254,0.978
2_hidden_layers,"[128, 128]",2,89250,61,0.0017554884855805223,0.99998,0.09584782198675572,0.9782
2_hidden_layers,"[128, 128]",2,89250,62,0.0016555402069983699,1.0,0.09630311621730053,0.9785
2_hidden_layers,"[128, 128]",2,89250,63,0.0016067633338239474,1.0,0.09673662998549601,0.9782
2_hidden_layers,"[128, 128]",2,89250,64,0.0015582827731792702,1.0,0.09747647896358032,0.9779
2_hidden_layers,"[128, 128]",2,89250,65,0.0015041587217826404,1.0,0.09756860708324167,0.9781
2_hidden_layers,"[128, 128]",2,89250,66,0.0014298769866823097,1.0,0.09807518718925352,0.9779
2_hidden_layers,"[128, 128]",2,89250,67,0.0014015284762559988,1.0,0.09887751175331598,0.9779
2_hidden_layers,"[128, 128]",2,89250,68,0.0013402436514812009,1.0,0.09876696588843428,0.978
2_hidden_layers,"[128, 128]",2,89250,69,0.0013098353189279644,1.0,0.09881626767942535,0.9779
2_hidden_layers,"[128, 128]",2,89250,70,0.0012543614877544445,1.0,0.10069170190194637,0.9778
2_hidden_layers,"[128, 128]",2,89250,71,0.0012163029940910764,1.0,0.09908948417124636,0.9782
2_hidden_layers,"[128, 128]",2,89250,72,0.0011797301062096324,1.0,0.09975029302568209,0.9778
2_hidden_layers,"[128, 128]",2,89250,73,0.0011529415191807136,1.0,0.10036279016869147,0.9779
2_hidden_layers,"[128, 128]",2,89250,74,0.0011248272525281552,1.0,0.09985501948290104,0.9777
2_hidden_layers,"[128, 128]",2,89250,75,0.001081544443989728,1.0,0.10162812440256344,0.9779
2_hidden_layers,"[128, 128]",2,89250,76,0.001062892338616117,1.0,0.10167793894544784,0.9776
2_hidden_layers,"[128, 128]",2,89250,77,0.0010328919360931286,1.0,0.10136002323443356,0.9781
2_hidden_layers,"[128, 128]",2,89250,78,0.0010026477298000693,1.0,0.10139301714573659,0.9778
2_hidden_layers,"[128, 128]",2,89250,79,0.000982215899223023,1.0,0.1016044139881843,0.9782
2_hidden_layers,"[128, 128]",2,89250,80,0.000954734409904366,1.0,0.10179516051838806,0.9779
2_hidden_layers,"[128, 128]",2,89250,81,0.0009320505133774827,1.0,0.10196407862476423,0.9777
2_hidden_layers,"[128, 128]",2,89250,82,0.0009054629257488636,1.0,0.10287038426759347,0.9779
2_hidden_layers,"[128, 128]",2,89250,83,0.0008871225530179992,1.0,0.10340980546053258,0.9778
2_hidden_layers,"[128, 128]",2,89250,84,0.0008679809797212811,1.0,0.10303707282396626,0.9774
2_hidden_layers,"[128, 128]",2,89250,85,0.0008468488607581129,1.0,0.10313542088029105,0.9776
2_hidden_layers,"[128, 128]",2,89250,86,0.0008289467298831901,1.0,0.103521921281284,0.9773
2_hidden_layers,"[128, 128]",2,89250,87,0.000807529341995513,1.0,0.10382126468024598,0.9773
2_hidden_layers,"[128, 128]",2,89250,88,0.0007909451780675383,1.0,0.10430855047040555,0.9777
2_hidden_layers,"[128, 128]",2,89250,89,0.0007806044676209947,1.0,0.10410189136678782,0.978
2_hidden_layers,"[128, 128]",2,89250,90,0.0007593157445674259,1.0,0.10434749788061604,0.9775
2_hidden_layers,"[128, 128]",2,89250,91,0.0007422906124508016,1.0,0.10441876346842953,0.9778
2_hidden_layers,"[128, 128]",2,89250,92,0.0007268148319120344,1.0,0.1045880939499561,0.9775
2_hidden_layers,"[128, 128]",2,89250,93,0.0007143700955981783,1.0,0.10473498760866362,0.9778
2_hidden_layers,"[128, 128]",2,89250,94,0.0006980049959934171,1.0,0.10508370151619924,0.9778
2_hidden_layers,"[128, 128]",2,89250,95,0.0006860647358243364,1.0,0.1055982064474114,0.9777
2_hidden_layers,"[128, 128]",2,89250,96,0.000674943410901113,1.0,0.10578569142084453,0.9779
2_hidden_layers,"[128, 128]",2,89250,97,0.0006617078508946328,1.0,0.10539259609605695,0.9776
2_hidden_layers,"[128, 128]",2,89250,98,0.0006456904432218851,1.0,0.10552627190686613,0.9779
2_hidden_layers,"[128, 128]",2,89250,99,0.0006377640654329509,1.0,0.10651545402211016,0.9779
2_hidden_layers,"[128, 128]",2,89250,100,0.0006241073711150141,1.0,0.10680043438770949,0.978
2_hidden_layers,"[128, 128]",2,773955,1,1.9454819231891791,0.29236,0.815450643062731,0.7275
2_hidden_layers,"[128, 128]",2,773955,2,0.5727193849257582,0.82328,0.464048170353751,0.8587
2_hidden_layers,"[128, 128]",2,773955,3,0.3614886356198431,0.89438,0.34637908860665073,0.8959
2_hidden_layers,"[128, 128]",2,773955,4,0.2733417988341496,0.92084,0.2630642238383138,0.9216
2_hidden_layers,"[128, 128]",2,773955,5,0.21793099294604767,0.93692,0.19400029716597786,0.9437
2_hidden_layers,"[128, 128]",2,773955,6,0.18070223349796372,0.9478,0.18334382175450847,0.9463
2_hidden_layers,"[128, 128]",2,773955,7,0.15324293419474716,0.9559,0.15298716847358473,0.955
2_hidden_layers,"[128, 128]",2,773955,8,0.13274620537082618,0.96206,0.14725050404240445,0.9552
2_hidden_layers,"[128, 128]",2,773955,9,0.11553766487712397,0.9669,0.1254762008798723,0.9617
2_hidden_layers,"[128, 128]",2,773955,10,0.10275156488534538,0.97092,0.1281111932594162,0.9617
2_hidden_layers,"[128, 128]",2,773955,11,0.09162491340937834,0.97384,0.11146088017563102,0.9663
2_hidden_layers,"[128, 128]",2,773955,12,0.08135371187637369,0.97696,0.1066974896186975,0.9663
2_hidden_layers,"[128, 128]",2,773955,13,0.07428581602451956,0.97876,0.1105060901231569,0.965
2_hidden_layers,"[128, 128]",2,773955,14,0.06696563625636978,0.98054,0.1020006214460887,0.9699
2_hidden_layers,"[128, 128]",2,773955,15,0.06100525680871633,0.98244,0.09088360982849317,0.9722
2_hidden_layers,"[128, 128]",2,773955,16,0.056111991568278154,0.9839,0.09038607588764402,0.9723
2_hidden_layers,"[128, 128]",2,773955,17,0.05070376307647746,0.98586,0.09987587980573234,0.9704
2_hidden_layers,"[128, 128]",2,773955,18,0.04689327724650251,0.9869,0.08463331509998041,0.9761
2_hidden_layers,"[128, 128]",2,773955,19,0.04313589171701447,0.98792,0.09062846268867193,0.9721
2_hidden_layers,"[128, 128]",2,773955,20,0.038528847646010736,0.9896,0.08298814545783452,0.9742
2_hidden_layers,"[128, 128]",2,773955,21,0.03573184215642374,0.99016,0.08847295141686455,0.9754
2_hidden_layers,"[128, 128]",2,773955,22,0.032423368642131495,0.9913,0.0832297946381375,0.9757
2_hidden_layers,"[128, 128]",2,773955,23,0.030349108650956153,0.99244,0.0932908829679159,0.9726
2_hidden_layers,"[128, 128]",2,773955,24,0.02707566079235734,0.99286,0.08907055456788024,0.9748
2_hidden_layers,"[128, 128]",2,773955,25,0.02521176065927707,0.99382,0.08641114803704245,0.9757
2_hidden_layers,"[128, 128]",2,773955,26,0.022446343775156224,0.99476,0.09077384314144404,0.9745
2_hidden_layers,"[128, 128]",2,773955,27,0.02085529108923357,0.99516,0.08495591785699551,0.9756
2_hidden_layers,"[128, 128]",2,773955,28,0.018354702501032237,0.99606,0.09196416979419988,0.975
2_hidden_layers,"[128, 128]",2,773955,29,0.016981235422520027,0.99658,0.09036231711425063,0.9755
2_hidden_layers,"[128, 128]",2,773955,30,0.015466891767604202,0.9969,0.09830045336569182,0.975
2_hidden_layers,"[128, 128]",2,773955,31,0.01446714838142256,0.99726,0.09849187299701219,0.974
2_hidden_layers,"[128, 128]",2,773955,32,0.012956101628121846,0.99778,0.08823685414349054,0.9755
2_hidden_layers,"[128, 128]",2,773955,33,0.011613128652708572,0.99818,0.0871253139723824,0.9755
2_hidden_layers,"[128, 128]",2,773955,34,0.01048734802122421,0.99872,0.11768063935946786,0.9676
2_hidden_layers,"[128, 128]",2,773955,35,0.009810935545379743,0.99874,0.0931000247397625,0.9768
2_hidden_layers,"[128, 128]",2,773955,36,0.008677322861911073,0.99886,0.08844641705763304,0.977
2_hidden_layers,"[128, 128]",2,773955,37,0.007945762083163766,0.99918,0.08880868968591892,0.9773
2_hidden_layers,"[128, 128]",2,773955,38,0.00703809815648673,0.99938,0.09125588657332183,0.9753
2_hidden_layers,"[128, 128]",2,773955,39,0.006630674552940229,0.9994,0.09071921570641667,0.9769
2_hidden_layers,"[128, 128]",2,773955,40,0.006347297202564033,0.9994,0.09031480787175666,0.9775
2_hidden_layers,"[128, 128]",2,773955,41,0.0056247345259216866,0.9995,0.09347758446591953,0.9768
2_hidden_layers,"[128, 128]",2,773955,42,0.005117900855924916,0.99972,0.09273630958913222,0.9777
2_hidden_layers,"[128, 128]",2,773955,43,0.004766916822391587,0.99974,0.09108717110506989,0.9769
2_hidden_layers,"[128, 128]",2,773955,44,0.004491801245238986,0.99974,0.0924775698926455,0.9778
2_hidden_layers,"[128, 128]",2,773955,45,0.004059192490924756,0.99982,0.09414450987309264,0.9774
2_hidden_layers,"[128, 128]",2,773955,46,0.0036864642987030787,0.99984,0.0955005142485097,0.9781
2_hidden_layers,"[128, 128]",2,773955,47,0.0034729982003480217,0.99986,0.09379916469962818,0.9782
2_hidden_layers,"[128, 128]",2,773955,48,0.0032858977837680018,0.99984,0.09371315930974576,0.978
2_hidden_layers,"[128, 128]",2,773955,49,0.0030404184497664533,0.9999,0.09598283577251362,0.9777
2_hidden_layers,"[128, 128]",2,773955,50,0.0028544557494464312,0.99996,0.0950165000376557,0.9776
2_hidden_layers,"[128, 128]",2,773955,51,0.0026938547353930415,0.99996,0.09604040671339573,0.9778
2_hidden_layers,"[128, 128]",2,773955,52,0.002539229796835802,0.99996,0.0970863129904546,0.9777
2_hidden_layers,"[128, 128]",2,773955,53,0.002445397958555651,0.99994,0.0973161431090656,0.9778
2_hidden_layers,"[128, 128]",2,773955,54,0.002290899761815126,0.99994,0.09809291732306609,0.9777
2_hidden_layers,"[128, 128]",2,773955,55,0.002168008238315998,0.99998,0.09732055198646557,0.9779
2_hidden_layers,"[128, 128]",2,773955,56,0.002045460730731156,1.0,0.09882671067922641,0.9779
2_hidden_layers,"[128, 128]",2,773955,57,0.0019801245629044264,0.99998,0.09906652818248289,0.9781
2_hidden_layers,"[128, 128]",2,773955,58,0.0018856297470984796,0.99998,0.09767300896289145,0.9781
2_hidden_layers,"[128, 128]",2,773955,59,0.0017962039508557296,1.0,0.09986929188390964,0.9774
2_hidden_layers,"[128, 128]",2,773955,60,0.0017238692284548577,1.0,0.09982827010492606,0.9785
2_hidden_layers,"[128, 128]",2,773955,61,0.001689230861744562,0.99998,0.09961389233668153,0.9782
2_hidden_layers,"[128, 128]",2,773955,62,0.0015882910912116998,1.0,0.10085668183963506,0.9782
2_hidden_layers,"[128, 128]",2,773955,63,0.0015265351522976084,1.0,0.10082186063071513,0.9785
2_hidden_layers,"[128, 128]",2,773955,64,0.0014941583783312715,1.0,0.10088541757826629,0.9782
2_hidden_layers,"[128, 128]",2,773955,65,0.0014512074135064508,1.0,0.1017577762723244,0.9782
