initialization,seed,epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,dW1_rms,dW2_rms
zero,654571,85,2.3012819619270055,0.11298,2.3018552930431735,0.1093,0.0,0.0
zero,654571,86,2.3012791216605666,0.11298,2.3018099625040866,0.1093,0.0,0.0
zero,654571,87,2.3013235746297442,0.11298,2.3017560945427085,0.1093,0.0,0.0
zero,654571,88,2.3012652815056867,0.11298,2.301993702451349,0.1093,0.0,0.0
zero,654571,89,2.301290035271209,0.11298,2.3018630125380817,0.1093,0.0,0.0
zero,654571,90,2.301247580582394,0.11298,2.3019069021076066,0.1093,0.0,0.0
zero,654571,91,2.3012839932419684,0.11298,2.3019175750539143,0.1093,0.0,0.0
zero,654571,92,2.3013085117286107,0.11298,2.301730755424098,0.1093,0.0,0.0
zero,654571,93,2.3013060340393747,0.11298,2.301808694839704,0.1093,0.0,0.0
zero,654571,94,2.30125134268771,0.11298,2.3018678223013977,0.1093,0.0,0.0
zero,654571,95,2.3012708230781485,0.11298,2.3017504814800986,0.1093,0.0,0.0
zero,654571,96,2.301302175895221,0.11298,2.3019395459935286,0.1093,0.0,0.0
zero,654571,97,2.3013054926004504,0.11298,2.301867445004811,0.1093,0.0,0.0
zero,654571,98,2.301306710545878,0.11298,2.3017722332376196,0.1093,0.0,0.0
zero,654571,99,2.3012532486272526,0.11298,2.302035495702165,0.1093,0.0,0.0
zero,654571,100,2.301339959790372,0.11298,2.3018005626738187,0.1093,0.0,0.0
zero,89250,1,2.3014759947611845,0.11244,2.3018354725307377,0.1093,0.0,0.0
zero,89250,2,2.3013112032503313,0.11298,2.301932971387852,0.1093,0.0,0.0
zero,89250,3,2.301269603137822,0.11298,2.301856229707253,0.1093,0.0,0.0
zero,89250,4,2.3012588684478086,0.11298,2.301680594312442,0.1093,0.0,0.0
zero,89250,5,2.3012917954747607,0.11298,2.30184032864678,0.1093,0.0,0.0
zero,89250,6,2.3012985029698734,0.11298,2.301834086586119,0.1093,0.0,0.0
zero,89250,7,2.3013134724563455,0.11298,2.30174248735194,0.1093,0.0,0.0
zero,89250,8,2.301280735303922,0.11298,2.301992792390034,0.1093,0.0,0.0
zero,89250,9,2.3012893302909645,0.11298,2.301907769921996,0.1093,0.0,0.0
zero,89250,10,2.3013014299955485,0.1128,2.301834866277004,0.1093,0.0,0.0
zero,89250,11,2.3013272328430774,0.11298,2.301760235802937,0.1093,0.0,0.0
zero,89250,12,2.301310423794355,0.11298,2.3018469056188993,0.1093,0.0,0.0
zero,89250,13,2.3013033139189116,0.11298,2.3019240919219466,0.1093,0.0,0.0
zero,89250,14,2.3012731555526327,0.11298,2.301885718841627,0.1093,0.0,0.0
zero,89250,15,2.3012113713498517,0.11298,2.3019329139850275,0.1093,0.0,0.0
zero,89250,16,2.3012870719240768,0.11288,2.3018350575724384,0.1093,0.0,0.0
zero,89250,17,2.301274562407678,0.11298,2.302083857740009,0.1093,0.0,0.0
zero,89250,18,2.30128326113213,0.11298,2.3017804256954366,0.1093,0.0,0.0
zero,89250,19,2.3013046413939806,0.11298,2.301785510352921,0.1093,0.0,0.0
zero,89250,20,2.3012565137068695,0.11298,2.301769314870067,0.1093,0.0,0.0
zero,89250,21,2.301280015870801,0.11298,2.3017587246425246,0.1093,0.0,0.0
zero,89250,22,2.301348927040645,0.11298,2.3017358682113924,0.1093,0.0,0.0
zero,89250,23,2.301328770175109,0.11298,2.3017630977077164,0.1093,0.0,0.0
zero,89250,24,2.301313713455298,0.11298,2.301847235972332,0.1093,0.0,0.0
zero,89250,25,2.3013235183777394,0.11298,2.3017254500797466,0.1093,0.0,0.0
zero,89250,26,2.3012928896122684,0.11298,2.3017373600088,0.1093,0.0,0.0
zero,89250,27,2.3012708488810545,0.11298,2.301808862175262,0.1093,0.0,0.0
zero,89250,28,2.301305048205824,0.11298,2.3017141566398323,0.1093,0.0,0.0
zero,89250,29,2.301325430146465,0.11298,2.3017685566214707,0.1093,0.0,0.0
zero,89250,30,2.3012820566788053,0.11298,2.301821462903753,0.1093,0.0,0.0
zero,89250,31,2.3013018508415573,0.11298,2.3018737839609686,0.1093,0.0,0.0
zero,89250,32,2.301274669141116,0.11298,2.3018871629714726,0.1093,0.0,0.0
zero,89250,33,2.3013050324711952,0.11298,2.3018619824302005,0.1093,0.0,0.0
zero,89250,34,2.301267690205299,0.11298,2.3020002445823198,0.1093,0.0,0.0
zero,89250,35,2.3012934051156404,0.11298,2.3017432599902423,0.1093,0.0,0.0
zero,89250,36,2.3012452729118813,0.11298,2.302033079121048,0.1093,0.0,0.0
zero,89250,37,2.301323629534559,0.11298,2.3016321851832733,0.1093,0.0,0.0
zero,89250,38,2.3012936563073283,0.11298,2.301762161239611,0.1093,0.0,0.0
zero,89250,39,2.3012819692960966,0.11298,2.301915251981665,0.1093,0.0,0.0
zero,89250,40,2.3013108462764533,0.11298,2.301745195005934,0.1093,0.0,0.0
zero,89250,41,2.3012375234426994,0.11298,2.3017671970070914,0.1093,0.0,0.0
zero,89250,42,2.3013071583071225,0.11298,2.3017843354872554,0.1093,0.0,0.0
zero,89250,43,2.301269518322795,0.11298,2.3018797315887674,0.1093,0.0,0.0
zero,89250,44,2.301278637871738,0.11298,2.301806539478877,0.1093,0.0,0.0
zero,89250,45,2.301301788722811,0.11298,2.301724529410877,0.1093,0.0,0.0
zero,89250,46,2.3013010824306512,0.11298,2.3019824809048854,0.1093,0.0,0.0
zero,89250,47,2.3012712228989423,0.11298,2.301686977377196,0.1093,0.0,0.0
zero,89250,48,2.3013486844326456,0.11298,2.3018134551413874,0.1093,0.0,0.0
zero,89250,49,2.301310541497969,0.11298,2.3017754241385346,0.1093,0.0,0.0
zero,89250,50,2.301278282371154,0.11298,2.301908955984768,0.1093,0.0,0.0
zero,89250,51,2.3013126121279215,0.11298,2.301853207621961,0.1093,0.0,0.0
zero,89250,52,2.301300303823388,0.11298,2.3018301399859125,0.1093,0.0,0.0
zero,89250,53,2.3012549649308567,0.11298,2.3019363462062525,0.1093,0.0,0.0
zero,89250,54,2.3012766155286912,0.11298,2.301995328804121,0.1093,0.0,0.0
zero,89250,55,2.301279696092787,0.11298,2.3018101473092365,0.1093,0.0,0.0
zero,89250,56,2.3012804609009296,0.11298,2.3018535489046803,0.1093,0.0,0.0
zero,89250,57,2.301277165542782,0.11298,2.301821982716235,0.1093,0.0,0.0
zero,89250,58,2.301303554572725,0.11298,2.3017145443862272,0.1093,0.0,0.0
zero,89250,59,2.301274586295915,0.11298,2.301935530457313,0.1093,0.0,0.0
zero,89250,60,2.3013138889722824,0.11298,2.301834396672184,0.1093,0.0,0.0
zero,89250,61,2.301317610402862,0.11298,2.301937801428907,0.1093,0.0,0.0
zero,89250,62,2.301306172252837,0.11298,2.301755429714167,0.1093,0.0,0.0
zero,89250,63,2.3012914544704346,0.11298,2.301929033168679,0.1093,0.0,0.0
zero,89250,64,2.3013039220539127,0.11298,2.302005714455829,0.1093,0.0,0.0
zero,89250,65,2.3013031010517286,0.11298,2.3017685339625773,0.1093,0.0,0.0
zero,89250,66,2.3012740903636972,0.11298,2.3016590986982477,0.1093,0.0,0.0
zero,89250,67,2.301301039336348,0.1128,2.30196077130708,0.1093,0.0,0.0
zero,89250,68,2.30129464601045,0.11298,2.3020144031317695,0.1093,0.0,0.0
zero,89250,69,2.3013069777975277,0.11298,2.3019471089417283,0.1093,0.0,0.0
zero,89250,70,2.30128638391364,0.11298,2.301684785354502,0.1093,0.0,0.0
zero,89250,71,2.301298526569054,0.11298,2.3018718452060076,0.1093,0.0,0.0
zero,89250,72,2.301307597078152,0.11298,2.3017396545590896,0.1093,0.0,0.0
zero,89250,73,2.3012676812573547,0.11292,2.301884302910209,0.1093,0.0,0.0
zero,89250,74,2.3012982838845537,0.11298,2.3019535654445322,0.1093,0.0,0.0
zero,89250,75,2.3012763796877524,0.11298,2.3018226094354013,0.1093,0.0,0.0
zero,89250,76,2.3012858383978005,0.11298,2.3017592318257027,0.1093,0.0,0.0
zero,89250,77,2.301305917622089,0.11298,2.3019148266127023,0.1093,0.0,0.0
zero,89250,78,2.301264911466189,0.11298,2.3019680438977166,0.1093,0.0,0.0
zero,89250,79,2.30132012947721,0.11298,2.30195784009728,0.1093,0.0,0.0
zero,89250,80,2.3013198059469406,0.11298,2.3020054910782553,0.1093,0.0,0.0
zero,89250,81,2.301308119347168,0.11298,2.3017458430769837,0.1093,0.0,0.0
zero,89250,82,2.3012975738411168,0.11298,2.30174638804277,0.1093,0.0,0.0
zero,89250,83,2.3012738651196036,0.11298,2.301848495328487,0.1093,0.0,0.0
zero,89250,84,2.30128705075702,0.11298,2.301884173701234,0.1093,0.0,0.0
zero,89250,85,2.3013236770429386,0.11298,2.3018037133257336,0.1093,0.0,0.0
zero,89250,86,2.301310087517533,0.11298,2.301806756902147,0.1093,0.0,0.0
zero,89250,87,2.301337102331292,0.11298,2.3018053964678953,0.1093,0.0,0.0
zero,89250,88,2.301259142638334,0.11298,2.301863209943591,0.1093,0.0,0.0
zero,89250,89,2.301324562028896,0.11298,2.3017310600899537,0.1093,0.0,0.0
zero,89250,90,2.3012741760844735,0.11298,2.3017452229401343,0.1093,0.0,0.0
zero,89250,91,2.3013160012039124,0.11298,2.3017439086927736,0.1093,0.0,0.0
zero,89250,92,2.301319099382436,0.11298,2.3017006896502883,0.1093,0.0,0.0
zero,89250,93,2.3012808777036704,0.11298,2.3017857771319177,0.1093,0.0,0.0
zero,89250,94,2.3013400562396877,0.11298,2.3017547529020392,0.1093,0.0,0.0
zero,89250,95,2.3012937610243025,0.11298,2.301702761322742,0.1093,0.0,0.0
zero,89250,96,2.301294022381253,0.11298,2.30171707660666,0.1093,0.0,0.0
zero,89250,97,2.3013049067816698,0.11298,2.3017615955216173,0.1093,0.0,0.0
zero,89250,98,2.301255052359675,0.11298,2.3016953604112236,0.1093,0.0,0.0
zero,89250,99,2.3013182390894356,0.11298,2.301774484226274,0.1093,0.0,0.0
zero,89250,100,2.301329683642472,0.11298,2.3017573460378555,0.1093,0.0,0.0
zero,773955,1,2.301460114859366,0.11198,2.301811256758956,0.1093,0.0,0.0
zero,773955,2,2.3012763285932505,0.11298,2.301744143645499,0.1093,0.0,0.0
zero,773955,3,2.3013075110509758,0.11298,2.3017659347955877,0.1093,0.0,0.0
zero,773955,4,2.3012800618267626,0.11298,2.3019371122511036,0.1093,0.0,0.0
zero,773955,5,2.3013114514674773,0.11298,2.3016966275464648,0.1093,0.0,0.0
zero,773955,6,2.3012962874306555,0.11298,2.3017402365289583,0.1093,0.0,0.0
zero,773955,7,2.3012847128683918,0.11298,2.301916735251899,0.1093,0.0,0.0
zero,773955,8,2.301318158366793,0.11298,2.301934759318551,0.1093,0.0,0.0
zero,773955,9,2.3013074698926927,0.11298,2.3016849771090224,0.1093,0.0,0.0
zero,773955,10,2.301259064490492,0.11298,2.3018470034540943,0.1093,0.0,0.0
zero,773955,11,2.3013064115967556,0.11298,2.3018695169899934,0.1093,0.0,0.0
zero,773955,12,2.3013087065934976,0.11298,2.3017398215370317,0.1093,0.0,0.0
zero,773955,13,2.301302094862978,0.11298,2.3019730933073137,0.1093,0.0,0.0
zero,773955,14,2.301323324591178,0.11298,2.3017939753745558,0.1093,0.0,0.0
zero,773955,15,2.301286413032777,0.11298,2.3018445057720003,0.1093,0.0,0.0
zero,773955,16,2.301283470375798,0.11298,2.301975277385136,0.1093,0.0,0.0
zero,773955,17,2.301320009947708,0.11298,2.3019113121742696,0.1093,0.0,0.0
zero,773955,18,2.301308713268613,0.11298,2.3016872580519987,0.1093,0.0,0.0
zero,773955,19,2.3013370857183255,0.11298,2.3018508340407067,0.1093,0.0,0.0
zero,773955,20,2.301277317777688,0.11298,2.301828849307542,0.1093,0.0,0.0
zero,773955,21,2.3012629548696752,0.11298,2.301685213745153,0.1093,0.0,0.0
zero,773955,22,2.3012573732175445,0.11298,2.3018751889435194,0.1093,0.0,0.0
zero,773955,23,2.301335475531342,0.11298,2.3017404409278766,0.1093,0.0,0.0
zero,773955,24,2.301239520874616,0.11298,2.301924115770039,0.1093,0.0,0.0
zero,773955,25,2.3013334366786595,0.11298,2.301733083552128,0.1093,0.0,0.0
zero,773955,26,2.3013292097671285,0.11298,2.3018281917141756,0.1093,0.0,0.0
zero,773955,27,2.30132427387047,0.11298,2.3019093505953423,0.1093,0.0,0.0
zero,773955,28,2.3013133178356737,0.11298,2.3017244338348504,0.1093,0.0,0.0
zero,773955,29,2.3012653426004026,0.11298,2.301929286443048,0.1093,0.0,0.0
zero,773955,30,2.3012577035807413,0.11298,2.3018895012354808,0.1093,0.0,0.0
zero,773955,31,2.301305066574357,0.11298,2.3019002037261287,0.1093,0.0,0.0
zero,773955,32,2.301323280675787,0.11298,2.3018191555626357,0.1093,0.0,0.0
zero,773955,33,2.301281793356937,0.11298,2.3016729840669905,0.1093,0.0,0.0
zero,773955,34,2.301320882484389,0.11298,2.301815768339669,0.1093,0.0,0.0
zero,773955,35,2.3012822790602585,0.11298,2.301838251643048,0.1093,0.0,0.0
zero,773955,36,2.301318943831473,0.11298,2.3017235762005126,0.1093,0.0,0.0
zero,773955,37,2.301316959536246,0.11298,2.3017481205293753,0.1093,0.0,0.0
zero,773955,38,2.3012622207022178,0.11298,2.301906380934637,0.1093,0.0,0.0
zero,773955,39,2.301305934342662,0.11298,2.3019090728700804,0.1093,0.0,0.0
zero,773955,40,2.3012625882228166,0.11298,2.3018462978236256,0.1093,0.0,0.0
zero,773955,41,2.301267683515125,0.11298,2.301789874461265,0.1093,0.0,0.0
zero,773955,42,2.3012464897075318,0.11298,2.3018260500750825,0.1093,0.0,0.0
zero,773955,43,2.301326008408013,0.11298,2.3016912771466282,0.1093,0.0,0.0
zero,773955,44,2.301289937652336,0.11298,2.301747055614717,0.1093,0.0,0.0
zero,773955,45,2.3013242018378843,0.11298,2.301787974095129,0.1093,0.0,0.0
zero,773955,46,2.301279297105968,0.11298,2.3019148183671505,0.1093,0.0,0.0
zero,773955,47,2.3013082284444972,0.11298,2.3016541847679726,0.1093,0.0,0.0
zero,773955,48,2.3013111979171255,0.11298,2.3017934393465156,0.1093,0.0,0.0
zero,773955,49,2.301330568217434,0.11298,2.301771984938206,0.1093,0.0,0.0
zero,773955,50,2.301295120106535,0.11298,2.3017958511764998,0.1093,0.0,0.0
zero,773955,51,2.301287233611802,0.11298,2.3018726298113887,0.1093,0.0,0.0
zero,773955,52,2.301193054252031,0.11298,2.302019056679273,0.1093,0.0,0.0
zero,773955,53,2.301365146539394,0.11298,2.301797213539748,0.1093,0.0,0.0
zero,773955,54,2.3013364540258587,0.11298,2.3017400247318958,0.1093,0.0,0.0
zero,773955,55,2.3012434140267177,0.11298,2.3017113315001754,0.1093,0.0,0.0
zero,773955,56,2.3012869614370643,0.11298,2.3018520835162257,0.1093,0.0,0.0
zero,773955,57,2.3013244984086,0.11298,2.3019827086417672,0.1093,0.0,0.0
zero,773955,58,2.301289674966739,0.11298,2.3019818844340643,0.1093,0.0,0.0
zero,773955,59,2.301314914818616,0.11298,2.301780996129606,0.1093,0.0,0.0
zero,773955,60,2.301298111248739,0.11298,2.3018993036875277,0.1093,0.0,0.0
zero,773955,61,2.301275141976466,0.11298,2.3017986785789373,0.1093,0.0,0.0
zero,773955,62,2.301281050265792,0.11298,2.3019314711867946,0.1093,0.0,0.0
zero,773955,63,2.3012668544250396,0.11298,2.3017670628408258,0.1093,0.0,0.0
zero,773955,64,2.301307516243678,0.11298,2.301833581113614,0.1093,0.0,0.0
zero,773955,65,2.3013021378574403,0.11298,2.301724445404274,0.1093,0.0,0.0
zero,773955,66,2.3012322849184876,0.11298,2.302152414687822,0.1093,0.0,0.0
zero,773955,67,2.3013518990538437,0.11298,2.30183701068216,0.1093,0.0,0.0
zero,773955,68,2.301223172237214,0.11298,2.3020100315279666,0.1093,0.0,0.0
zero,773955,69,2.3013422568001904,0.11298,2.301799823522534,0.1093,0.0,0.0
zero,773955,70,2.3013121898206768,0.11298,2.3017183311706098,0.1093,0.0,0.0
zero,773955,71,2.3012475909686056,0.11298,2.301839529025264,0.1093,0.0,0.0
zero,773955,72,2.301296473821699,0.11298,2.30190938221398,0.1093,0.0,0.0
zero,773955,73,2.301185311125991,0.11298,2.301904009108274,0.1093,0.0,0.0
zero,773955,74,2.301311348787779,0.11298,2.301771382160248,0.1093,0.0,0.0
zero,773955,75,2.3013162433668426,0.11298,2.301756162146386,0.1093,0.0,0.0
zero,773955,76,2.3013180197381895,0.11298,2.3017856137249217,0.1093,0.0,0.0
zero,773955,77,2.301292813183791,0.11298,2.3018358437089868,0.1093,0.0,0.0
zero,773955,78,2.301305347423945,0.11298,2.3018350273680093,0.1093,0.0,0.0
zero,773955,79,2.3012476078572464,0.11298,2.3019668564252127,0.1093,0.0,0.0
zero,773955,80,2.301306802929121,0.11298,2.301980439328165,0.1093,0.0,0.0
zero,773955,81,2.301306866444529,0.11298,2.301728373117225,0.1093,0.0,0.0
zero,773955,82,2.3013089664138944,0.11298,2.3018905635088402,0.1093,0.0,0.0
zero,773955,83,2.3012882279141595,0.11298,2.301809904818258,0.1093,0.0,0.0
zero,773955,84,2.3013023994917705,0.11298,2.301853431115009,0.1093,0.0,0.0
zero,773955,85,2.301277453228258,0.11298,2.3017399854967153,0.1093,0.0,0.0
zero,773955,86,2.30131180578832,0.11298,2.3018002945783076,0.1093,0.0,0.0
zero,773955,87,2.3012956472084993,0.11298,2.301739910423537,0.1093,0.0,0.0
zero,773955,88,2.301334784414762,0.11298,2.3018536638888225,0.1093,0.0,0.0
zero,773955,89,2.3013337586340565,0.11298,2.301941050759368,0.1093,0.0,0.0
zero,773955,90,2.3012848285221095,0.11298,2.301991445325871,0.1093,0.0,0.0
zero,773955,91,2.3012565990526213,0.11298,2.3019176534831463,0.1093,0.0,0.0
zero,773955,92,2.3012801022334326,0.11298,2.3019350446302114,0.1093,0.0,0.0
zero,773955,93,2.3012928282471887,0.11298,2.301939244783936,0.1093,0.0,0.0
zero,773955,94,2.301309856671311,0.11298,2.3017531599813807,0.1093,0.0,0.0
zero,773955,95,2.301247947205314,0.11298,2.3016900323745313,0.1093,0.0,0.0
zero,773955,96,2.301320332016342,0.11298,2.301823727101536,0.1093,0.0,0.0
zero,773955,97,2.301320769597062,0.11298,2.301762646588696,0.1093,0.0,0.0
zero,773955,98,2.3012848023813355,0.11298,2.301971568804436,0.1093,0.0,0.0
zero,773955,99,2.3013263300672535,0.11298,2.3017776761597366,0.1093,0.0,0.0
zero,773955,100,2.3012582028040263,0.11298,2.301767774436113,0.1093,0.0,0.0
small,654571,1,0.8449972835041906,0.77042,0.38436853639459106,0.8892,0.0013019662780714514,0.011459503934835927
small,654571,2,0.3346232477635552,0.9046,0.31062578810357766,0.9067,0.0014840297248458459,0.010152916832452964
small,654571,3,0.2808923633018693,0.92006,0.264507783503996,0.925,0.0014843682324182906,0.008919490647275997
small,654571,4,0.24333098212667076,0.9316,0.23361795637248112,0.9325,0.001470939553073987,0.008164850593003136
small,654571,5,0.21531605231285247,0.93986,0.2066099113763004,0.9405,0.0014328612332998056,0.007512295107093021
small,654571,6,0.19393331187991344,0.94584,0.18666271395572182,0.9463,0.001398777887962711,0.007065256345722288
small,654571,7,0.17660543301985632,0.94988,0.17804857542089633,0.9497,0.0013847887260828758,0.006752811307572668
small,654571,8,0.16216144246267244,0.95466,0.17136749887990002,0.9498,0.001360249037361174,0.006457300021058545
small,654571,9,0.1499693771007921,0.95812,0.15680049564904144,0.9553,0.0013471749954943992,0.006283601817641322
small,654571,10,0.1386814437516343,0.96054,0.14445187104601345,0.9579,0.0013186167077924211,0.006034963417147054
small,654571,11,0.12839549321920252,0.9647,0.14109303297902945,0.9594,0.0012988731106404995,0.005886307927647255
small,654571,12,0.11924316729667622,0.96676,0.1312244892392059,0.9624,0.0012654421607929387,0.005602011714466645
small,654571,13,0.11151553214815992,0.96958,0.12609061564123997,0.9634,0.0012658239458763637,0.005551427750896928
small,654571,14,0.10431540463786461,0.9708,0.12158920776502255,0.9653,0.0012444716060365623,0.005364676734256812
small,654571,15,0.09766444190273255,0.97268,0.11573885498168646,0.9668,0.0012193645684106561,0.0051812457806708545
small,654571,16,0.09202564266716931,0.97444,0.11404057266316843,0.9677,0.0012123856517597229,0.0050759626708676885
small,654571,17,0.08662454079926875,0.9765,0.10796106025326482,0.9685,0.0011873089706728917,0.004977565231204722
